frame,track_id,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y
0,1,1,referee,0.851711094379425,566.5177001953125,278.8948974609375,577.9615478515625,306.2131652832031,572.2396240234375,292.55401611328125
0,2,0,player,0.8383176326751709,483.531005859375,504.20086669921875,496.9330139160156,539.5838623046875,490.23199462890625,521.892333984375
0,3,0,player,0.8382762670516968,780.723388671875,521.3558959960938,796.4701538085938,558.9111938476562,788.5968017578125,540.133544921875
0,4,0,player,0.8328458070755005,722.00927734375,360.9239501953125,734.60498046875,393.6933288574219,728.30712890625,377.30865478515625
0,5,0,player,0.8308917284011841,555.0308837890625,335.8929443359375,570.8453979492188,365.0220947265625,562.9381103515625,350.45751953125
0,6,0,player,0.8217474222183228,689.4542846679688,238.03652954101562,701.1648559570312,265.61163330078125,695.3095703125,251.82408142089844
0,7,0,player,0.8215753436088562,487.2728576660156,456.604736328125,506.2120666503906,486.5506896972656,496.7424621582031,471.57769775390625
0,8,0,player,0.8209815621376038,1041.5369873046875,454.02587890625,1055.7479248046875,487.4388122558594,1048.6424560546875,470.73236083984375
0,9,0,player,0.8180128931999207,767.234375,417.0115966796875,779.3522338867188,451.5542297363281,773.2933349609375,434.28289794921875
0,10,0,player,0.812573254108429,467.2342224121094,237.5712890625,478.0682678222656,262.6850891113281,472.6512451171875,250.12818908691406
0,11,0,player,0.8101561069488525,477.2662048339844,339.6383361816406,488.0816955566406,368.3406677246094,482.6739501953125,353.989501953125
0,12,0,player,0.8082475066184998,528.3080444335938,234.91448974609375,541.1709594726562,261.6498107910156,534.739501953125,248.2821502685547
0,13,0,player,0.8046631217002869,187.26953125,407.438232421875,202.6114044189453,439.102294921875,194.94046020507812,423.270263671875
0,14,0,player,0.7966834902763367,519.7177734375,405.416015625,535.7575073242188,437.601806640625,527.7376708984375,421.5089111328125
0,15,0,player,0.7965714335441589,1008.06884765625,391.770263671875,1018.4368286132812,422.9551696777344,1013.2528076171875,407.36273193359375
0,16,0,player,0.7954391837120056,396.0035705566406,271.9894714355469,410.6876525878906,298.1352233886719,403.3456115722656,285.0623474121094
0,17,0,player,0.794003963470459,647.7433471679688,105.28941345214844,656.8087768554688,132.80859375,652.2760620117188,119.04900360107422
0,18,0,player,0.7899466156959534,383.2432556152344,271.7513427734375,394.0728454589844,300.3129577636719,388.6580505371094,286.03216552734375
0,19,0,player,0.7642624974250793,421.6390380859375,344.6319580078125,432.3616943359375,372.3525085449219,427.0003662109375,358.49224853515625
0,20,0,player,0.7544518113136292,369.0537109375,273.9938659667969,379.5926208496094,300.6031188964844,374.32318115234375,287.2984924316406
0,21,0,player,0.6928188800811768,783.2595825195312,263.22406005859375,793.0714721679688,291.0599060058594,788.16552734375,277.1419677734375
0,22,1,referee,0.5855223536491394,1168.8084716796875,238.1690673828125,1178.8641357421875,261.9584655761719,1173.8363037109375,250.0637664794922
0,23,0,player,0.2991745173931122,780.4357299804688,275.5862731933594,792.2586059570312,307.6352844238281,786.34716796875,291.61077880859375
1,14,0,player,0.8455095291137695,525.4176635742188,411.69989013671875,541.5155639648438,444.1962585449219,533.4666137695312,427.94805908203125
1,16,0,player,0.8426336050033569,388.3037414550781,268.4400329589844,404.7252502441406,297.81280517578125,396.5144958496094,283.12640380859375
4,83,0,player,0.7942491173744202,624.1563720703125,222.46885681152344,634.57421875,249.86134338378906,629.3652954101562,236.16510009765625
6,132,0,player,0.8292812705039978,432.18206787109375,234.7958221435547,440.9543151855469,260.3652648925781,436.56817626953125,247.58053588867188
8,158,0,player,0.8509134650230408,804.3846435546875,82.91616821289062,817.33935546875,115.04168701171875,810.8619995117188,98.97892761230469
8,178,0,player,0.8312678933143616,1031.0755615234375,14.580073356628418,1048.6453857421875,45.95027542114258,1039.8604736328125,30.265174865722656
10,12,0,player,0.7670801281929016,526.2955322265625,237.7734375,536.122802734375,258.84857177734375,531.2091674804688,248.31100463867188
12,1,0,player,0.8197804689407349,559.5585327148438,269.3935546875,573.7291259765625,303.7076721191406,566.643798828125,286.55059814453125
13,17,0,player,0.7395761013031006,647.1102905273438,102.6600341796875,654.2281494140625,122.41355895996094,650.669189453125,112.53679656982422
15,16,0,player,0.814416229724884,365.3036804199219,261.08221435546875,378.4802551269531,285.1425476074219,371.8919677734375,273.11236572265625
16,313,0,player,0.8365118503570557,270.1004333496094,342.622802734375,281.88482666015625,372.00372314453125,275.99261474609375,357.3132629394531
17,23,0,player,0.8192052841186523,773.62744140625,278.8446350097656,786.5591430664062,314.0585632324219,780.09326171875,296.45159912109375
24,132,0,player,0.8121381998062134,430.1048889160156,241.16294860839844,435.94921875,257.2020568847656,433.02703857421875,249.1824951171875
26,550,0,player,0.853073000907898,699.5089111328125,517.138427734375,714.0911254882812,559.0222778320312,706.800048828125,538.080322265625
26,21,0,player,0.8311511874198914,781.7015380859375,252.0467071533203,791.721435546875,277.8486633300781,786.7114868164062,264.94769287109375
28,11,0,player,0.5503618717193604,479.08355712890625,328.7391357421875,491.8561706542969,361.31292724609375,485.4698486328125,345.0260314941406
28,19,0,player,0.799153208732605,417.6506652832031,330.7710266113281,430.492431640625,364.3110656738281,424.071533203125,347.5410461425781
