track_id,class_name,frames_seen,start_frame,end_frame,avg_confidence,distance_pixels,avg_speed_pixels_per_frame,avg_x,avg_y
1,player,1.0,12.0,12.0,0.8197804689407349,0.0,0.0,566.643798828125,286.55059814453125
1,referee,1.0,0.0,0.0,0.851711094379425,0.0,0.0,572.2396240234375,292.55401611328125
2,player,1.0,0.0,0.0,0.8383176326751709,0.0,0.0,490.23199462890625,521.892333984375
3,player,1.0,0.0,0.0,0.8382762670516968,0.0,0.0,788.5968017578125,540.133544921875
4,player,1.0,0.0,0.0,0.8328458070755005,0.0,0.0,728.30712890625,377.30865478515625
5,player,1.0,0.0,0.0,0.8308917284011841,0.0,0.0,562.9381103515625,350.45751953125
6,player,1.0,0.0,0.0,0.8217474222183228,0.0,0.0,695.3095703125,251.82408142089844
7,player,1.0,0.0,0.0,0.8215753436088562,0.0,0.0,496.7424621582031,471.57769775390625
8,player,1.0,0.0,0.0,0.8209815621376038,0.0,0.0,1048.6424560546875,470.73236083984375
9,player,1.0,0.0,0.0,0.8180128931999207,0.0,0.0,773.2933349609375,434.2828979492187
10,player,1.0,0.0,0.0,0.812573254108429,0.0,0.0,472.6512451171875,250.1281890869141
11,player,2.0,0.0,28.0,0.6802589893341064,9.38940097886444,9.38940097886444,484.0718994140625,349.5077667236328
12,player,2.0,0.0,10.0,0.7876638174057007,3.5304523879383987,3.5304523879383987,532.9743347167969,248.29657745361328
13,player,1.0,0.0,0.0,0.8046631217002869,0.0,0.0,194.94046020507812,423.270263671875
14,player,2.0,0.0,1.0,0.8210965096950531,8.61878255510514,8.61878255510514,530.6021423339844,424.7284851074219
15,player,1.0,0.0,0.0,0.7965714335441589,0.0,0.0,1013.2528076171876,407.36273193359375
16,player,3.0,0.0,15.0,0.8174963394800822,33.68114761959185,16.840573809795924,390.5840250651042,280.43370564778644
17,player,2.0,0.0,13.0,0.7667900323867798,6.707524121270349,6.707524121270349,651.4726257324219,115.79290008544922
18,player,1.0,0.0,0.0,0.7899466156959534,0.0,0.0,388.6580505371094,286.03216552734375
19,player,2.0,0.0,28.0,0.7817078530788422,11.336088242019857,11.336088242019857,425.53594970703125,353.0166473388672
20,player,1.0,0.0,0.0,0.7544518113136292,0.0,0.0,374.32318115234375,287.2984924316406
21,player,2.0,0.0,26.0,0.7619850337505341,12.280658542972716,12.280658542972716,787.4385070800781,271.0448303222656
22,referee,1.0,0.0,0.0,0.5855223536491394,0.0,0.0,1173.8363037109375,250.0637664794922
23,player,2.0,0.0,17.0,0.5591899007558823,7.908532397461722,7.908532397461722,783.22021484375,294.03118896484375
83,player,1.0,4.0,4.0,0.7942491173744202,0.0,0.0,629.3652954101562,236.16510009765625
132,player,2.0,6.0,24.0,0.8207097351551056,3.886634732900727,3.886634732900727,434.797607421875,248.3815155029297
158,player,1.0,8.0,8.0,0.8509134650230408,0.0,0.0,810.8619995117188,98.97892761230467
178,player,1.0,8.0,8.0,0.8312678933143616,0.0,0.0,1039.8604736328125,30.265174865722656
313,player,1.0,16.0,16.0,0.8365118503570557,0.0,0.0,275.99261474609375,357.3132629394531
550,player,1.0,26.0,26.0,0.853073000907898,0.0,0.0,706.800048828125,538.080322265625
